time [s], avg_distance [px]
0.061038,464.15,5.7225e+06,3.5179e+06
0.2228,464.11,5.7459e+06,3.549e+06
0.37427,468.15,5.7318e+06,3.5291e+06
0.53297,464.22,5.7435e+06,3.5447e+06
0.69845,466.51,5.7548e+06,3.5572e+06
0.86064,464.34,5.7607e+06,3.5661e+06
1.0528,465.7,5.7674e+06,3.5699e+06
1.2069,465.67,5.7992e+06,3.6135e+06
1.3595,464.89,5.8476e+06,3.6649e+06
1.5644,464.09,5.8883e+06,3.6958e+06
1.7343,465.32,5.9003e+06,3.7042e+06
1.905,464.7,5.9191e+06,3.717e+06
2.0742,465.38,5.9169e+06,3.7111e+06
2.2593,464.22,5.898e+06,3.6813e+06
2.5334,464.86,5.8834e+06,3.6569e+06
2.8013,464.3,5.8812e+06,3.6532e+06
2.9705,464.8,5.8894e+06,3.6697e+06
3.1448,465.47,5.9083e+06,3.7126e+06
3.3251,467.22,5.9305e+06,3.7419e+06
3.4989,465.47,5.9592e+06,3.7796e+06
3.6615,465.06,5.9448e+06,3.7717e+06
3.8532,465.02,5.9664e+06,3.8056e+06
4.0231,466.07,5.9148e+06,3.7181e+06
4.1918,461.96,5.9206e+06,3.7227e+06
4.352,461.69,5.8877e+06,3.6692e+06
4.519,463.69,5.8784e+06,3.6718e+06
4.6836,464.54,5.8803e+06,3.676e+06
4.8539,461.46,5.8553e+06,3.6505e+06
5.0528,460.78,5.8434e+06,3.6302e+06
5.2194,461.01,5.8331e+06,3.6274e+06
5.4251,459.51,5.8855e+06,3.6868e+06
5.5856,461.82,5.9042e+06,3.7064e+06
5.8374,460.87,5.9162e+06,3.7201e+06
6.0187,461.75,5.9356e+06,3.7449e+06
6.1875,459.61,5.9121e+06,3.7261e+06
6.3487,462.92,5.9003e+06,3.7182e+06
6.5517,458.56,5.9075e+06,3.7363e+06
6.7186,461.29,5.9031e+06,3.7231e+06
6.9001,460.74,5.9234e+06,3.753e+06
7.0795,458.96,5.927e+06,3.7603e+06
7.2495,459.27,5.932e+06,3.7564e+06
7.4757,458.59,5.9311e+06,3.7652e+06
7.6511,457.29,5.9097e+06,3.7284e+06
7.8197,459.59,5.9199e+06,3.7551e+06
8.0625,458.36,5.9515e+06,3.7828e+06
8.2677,457.51,5.9618e+06,3.8061e+06
8.4757,458.73,5.9696e+06,3.8559e+06
8.7603,453.53,5.98e+06,3.8809e+06
8.9328,455.71,5.9794e+06,3.8646e+06
9.1142,457.67,6.0108e+06,3.9008e+06
9.2882,456.58,5.9573e+06,3.8745e+06
9.4762,456.71,5.973e+06,3.8967e+06
9.6622,453.93,5.9845e+06,3.9016e+06
9.8317,454.86,5.9721e+06,3.9182e+06
10.004,456.08,6.0103e+06,3.9301e+06
10.176,456.25,6.017e+06,3.9418e+06
10.357,455.42,6.0183e+06,3.9571e+06
10.538,456.12,6.023e+06,3.9474e+06
10.723,458.55,6.0243e+06,3.9703e+06
10.883,457.72,6.051e+06,4.0048e+06
11.056,459.98,6.1028e+06,4.0534e+06
11.22,459.07,6.1322e+06,4.0686e+06
11.404,460.68,6.1489e+06,4.1048e+06
11.585,459.91,6.1938e+06,4.1375e+06
11.756,461.46,6.2021e+06,4.1479e+06
11.92,461.76,6.2153e+06,4.1773e+06
12.091,457.06,6.1965e+06,4.1536e+06
12.256,457.39,6.219e+06,4.1713e+06
12.437,456.41,6.2081e+06,4.1702e+06
12.611,458.17,6.2106e+06,4.1792e+06
12.781,462.22,6.2076e+06,4.1523e+06
12.953,455.43,6.1896e+06,4.1577e+06
13.126,461.02,6.1716e+06,4.1475e+06
13.3,461.48,6.1717e+06,4.1398e+06
13.495,462.14,6.1659e+06,4.1355e+06
13.677,460.2,6.178e+06,4.1446e+06
13.859,459.88,6.1698e+06,4.1358e+06
14.016,456.23,6.16e+06,4.1097e+06
14.175,457.28,6.161e+06,4.1209e+06
14.336,452.72,6.1672e+06,4.1119e+06
14.516,453.37,6.1917e+06,4.1334e+06
14.685,452.94,6.1846e+06,4.1223e+06
14.848,452.45,6.1742e+06,4.1249e+06
15.008,453.88,6.142e+06,4.1012e+06
15.161,456,6.1378e+06,4.1082e+06
15.324,452.64,6.1199e+06,4.0747e+06
15.499,451.68,6.1531e+06,4.111e+06
15.678,451.75,6.1921e+06,4.1414e+06
15.858,456.08,6.2093e+06,4.1859e+06
16.028,456.66,6.2152e+06,4.1874e+06
16.195,451.93,6.2138e+06,4.1665e+06
16.372,453.41,6.156e+06,4.1156e+06
16.544,451.84,6.148e+06,4.1139e+06
16.729,454.5,6.1288e+06,4.113e+06
16.912,452.81,6.1162e+06,4.0968e+06
17.089,454.48,6.0962e+06,4.0779e+06
17.262,453.7,6.1362e+06,4.1071e+06
17.452,451.31,6.1131e+06,4.0808e+06
17.638,453.42,6.1097e+06,4.0766e+06
17.82,452.03,6.1046e+06,4.0653e+06
17.987,452.14,6.0944e+06,4.0402e+06
18.169,453.14,6.0848e+06,4.0541e+06
18.338,453.82,6.0712e+06,4.0349e+06
18.525,453.44,6.0622e+06,4.0333e+06
18.711,452.36,6.0544e+06,4.0048e+06
18.891,452.17,6.042e+06,4.0048e+06
19.058,454.69,6.007e+06,3.9703e+06
19.237,454.08,5.9789e+06,3.9303e+06
19.411,453.38,5.9328e+06,3.8998e+06
19.595,451.86,5.9069e+06,3.8574e+06
19.78,452.37,5.8586e+06,3.8177e+06
19.953,451.89,5.8258e+06,3.7821e+06
20.117,450.95,5.7844e+06,3.7144e+06
20.276,453.8,5.768e+06,3.7126e+06
20.451,452.4,5.7236e+06,3.6614e+06
20.631,452.64,5.683e+06,3.6512e+06
20.817,453.9,5.6543e+06,3.6154e+06
20.986,454.66,5.6754e+06,3.6127e+06
21.154,451.08,5.6687e+06,3.5931e+06
21.315,461.6,5.6819e+06,3.614e+06
21.479,453.95,5.6662e+06,3.5946e+06
21.668,450.15,5.6497e+06,3.5876e+06
21.843,452.7,5.6566e+06,3.5895e+06
22.076,452.29,5.6728e+06,3.6025e+06
22.266,456.59,5.6885e+06,3.6097e+06
22.45,457.61,5.7222e+06,3.6527e+06
22.617,458.69,5.7368e+06,3.6674e+06
22.803,450.66,5.7404e+06,3.6921e+06
22.975,455.47,5.7447e+06,3.7059e+06
23.153,458.11,5.7534e+06,3.7075e+06
23.369,457.65,5.7642e+06,3.7307e+06
23.542,456.23,5.7635e+06,3.7266e+06
23.719,456.63,5.7635e+06,3.7243e+06
23.894,452.25,5.7477e+06,3.7128e+06
24.076,456.73,5.7505e+06,3.7233e+06
24.245,456.51,5.7641e+06,3.7838e+06
24.42,455.58,5.7118e+06,3.6809e+06
24.586,457.07,5.7141e+06,3.6662e+06
24.761,456.76,5.6957e+06,3.6481e+06
24.954,452.95,5.6943e+06,3.6372e+06
25.14,456.01,5.6988e+06,3.6332e+06
25.327,457.57,5.6788e+06,3.6199e+06
25.519,454.44,5.645e+06,3.5937e+06
25.678,454.18,5.6348e+06,3.5721e+06
25.842,449.41,5.6172e+06,3.5637e+06
26.009,454.88,5.6266e+06,3.5517e+06
26.173,454.26,5.608e+06,3.5381e+06
26.336,453.55,5.6172e+06,3.557e+06
26.513,456.18,5.6062e+06,3.5476e+06
26.698,451.55,5.6363e+06,3.5712e+06
26.862,454.89,5.623e+06,3.5734e+06
27.03,452.6,5.6165e+06,3.5619e+06
27.199,454.72,5.588e+06,3.5376e+06
27.364,455.05,5.5807e+06,3.5629e+06
27.526,458.57,5.5907e+06,3.5682e+06
27.683,458.92,5.5702e+06,3.481e+06
27.846,455.97,5.5685e+06,3.4711e+06
28.02,454.14,5.5604e+06,3.4619e+06
28.193,455.6,5.5568e+06,3.498e+06
28.356,454.72,5.5817e+06,3.487e+06
28.531,462.09,5.6067e+06,3.5283e+06
28.692,456.52,5.5972e+06,3.5054e+06
28.853,458.16,5.6093e+06,3.538e+06
29.043,455.02,5.5812e+06,3.4915e+06
29.212,457.05,5.5656e+06,3.4889e+06
29.376,459.62,5.5477e+06,3.4718e+06
29.531,460.83,5.5589e+06,3.4547e+06
29.687,459.76,5.5432e+06,3.4353e+06
29.848,457.79,5.5284e+06,3.4255e+06
30.014,456.02,5.5235e+06,3.4166e+06
30.179,460.91,5.5408e+06,3.4154e+06
30.342,461.45,5.5258e+06,3.4085e+06
30.498,461.42,5.5384e+06,3.4287e+06
30.657,461.9,5.5614e+06,3.459e+06
30.82,460.75,5.5002e+06,3.4174e+06
30.988,462.57,5.4667e+06,3.3509e+06
31.155,462.13,5.4439e+06,3.3166e+06
31.318,464.34,5.4789e+06,3.3523e+06
31.475,464.73,5.4691e+06,3.3744e+06
31.629,466.12,5.4852e+06,3.3731e+06
31.791,468.44,5.484e+06,3.3844e+06
31.961,465.44,5.4831e+06,3.3533e+06
32.125,467.05,5.4586e+06,3.3635e+06
32.286,466.01,5.454e+06,3.3169e+06
32.437,464.08,5.4447e+06,3.3209e+06
32.591,463.46,5.4522e+06,3.2925e+06
32.755,461,5.4712e+06,3.3247e+06
32.927,461.14,5.5165e+06,3.3846e+06
33.094,457.83,5.5513e+06,3.4251e+06
33.257,457.09,5.5854e+06,3.4693e+06
33.411,458.87,5.6075e+06,3.4933e+06
33.57,463.4,5.6128e+06,3.5136e+06
33.733,458.4,5.624e+06,3.51e+06
33.904,465.58,5.6385e+06,3.508e+06
34.113,468.29,5.6318e+06,3.5151e+06
34.277,460.75,5.7051e+06,3.605e+06
34.434,462.53,5.7498e+06,3.6602e+06
34.59,466.63,5.7736e+06,3.7037e+06
34.747,461.2,5.8131e+06,3.7196e+06
34.918,460,5.7942e+06,3.6855e+06
35.085,461.88,5.7899e+06,3.6981e+06
35.25,458.96,5.7564e+06,3.6645e+06
35.406,459.98,5.754e+06,3.6556e+06
35.566,455.28,5.7074e+06,3.6046e+06
35.735,458.36,5.7111e+06,3.6047e+06
35.902,454.88,5.6998e+06,3.6012e+06
36.088,458.16,5.6896e+06,3.5918e+06
36.25,456.02,5.678e+06,3.555e+06
36.404,458.54,5.6902e+06,3.5394e+06
36.562,465.79,5.6986e+06,3.5576e+06
36.724,460.76,5.6605e+06,3.5533e+06
36.89,454.18,5.6375e+06,3.4818e+06
37.057,460.61,5.5587e+06,3.3991e+06
37.221,459.05,5.4272e+06,3.2463e+06
37.402,463.81,5.4328e+06,3.2126e+06
37.561,458.45,5.4784e+06,3.2552e+06
37.725,459.27,5.5041e+06,3.3043e+06
37.892,458.39,5.5136e+06,3.3145e+06
38.062,459.3,5.5326e+06,3.3315e+06
38.234,458.23,5.5192e+06,3.2892e+06
38.389,461.45,5.4959e+06,3.2832e+06
38.544,460.4,5.4691e+06,3.2337e+06
38.706,456.7,5.4685e+06,3.2464e+06
38.874,459.92,5.4506e+06,3.223e+06
39.042,461.9,5.5334e+06,3.3249e+06
39.211,462.54,5.6379e+06,3.4634e+06
39.367,461.23,5.7011e+06,3.537e+06
39.521,464.24,5.7486e+06,3.6073e+06
39.698,462.67,5.8405e+06,3.7019e+06
39.866,463.35,5.8951e+06,3.7961e+06
40.033,467.04,5.9e+06,3.8067e+06
40.229,463.88,5.9172e+06,3.8233e+06
40.383,463.74,5.9369e+06,3.8419e+06
40.543,466.24,5.9566e+06,3.8573e+06
40.705,466,5.9495e+06,3.8547e+06
40.874,464.9,5.9837e+06,3.8921e+06
41.041,466.03,5.9711e+06,3.8805e+06
41.203,463.86,5.9961e+06,3.896e+06
41.36,463.15,5.9865e+06,3.9034e+06
41.519,462.16,5.9988e+06,3.9224e+06
41.68,463.82,6.0048e+06,3.924e+06
41.846,462.94,5.9956e+06,3.9143e+06
42.011,462.45,6.0281e+06,3.9385e+06
42.173,464.73,6.0238e+06,3.9405e+06
42.329,462.7,6.039e+06,3.9522e+06
42.485,461.91,6.0487e+06,3.9738e+06
42.65,467.91,6.0483e+06,3.9523e+06
42.819,464.29,6.0369e+06,3.9499e+06
43.034,467.74,6.0408e+06,3.9365e+06
43.638,462.37,5.9332e+06,3.8352e+06
43.803,464.47,5.9255e+06,3.8185e+06
43.969,463.19,5.9182e+06,3.8224e+06
44.148,462.63,5.909e+06,3.8115e+06
44.332,464.47,5.9074e+06,3.8122e+06
44.52,462.75,5.9326e+06,3.8444e+06
44.708,460.95,5.915e+06,3.8276e+06
44.882,461.91,5.9764e+06,3.8849e+06
45.071,460.93,5.9786e+06,3.8884e+06
45.242,461.08,6.0158e+06,3.9305e+06
45.417,465.33,6.0251e+06,3.9246e+06
45.608,460.06,6.0338e+06,3.9518e+06
45.805,465.96,6.0264e+06,3.9315e+06
45.973,460.08,6.0241e+06,3.9452e+06
46.173,460.06,6.0079e+06,3.9293e+06
46.356,460.07,5.9681e+06,3.8931e+06
46.528,459.64,5.9628e+06,3.8915e+06
46.697,461.11,5.961e+06,3.8881e+06
46.865,460.86,5.9427e+06,3.8789e+06
47.023,460.44,5.9386e+06,3.8568e+06
47.18,458.94,5.9148e+06,3.8408e+06
47.342,459.3,5.9014e+06,3.8284e+06
47.512,464.71,5.8852e+06,3.8197e+06
47.679,457.09,5.8847e+06,3.8247e+06
47.844,459.99,5.8561e+06,3.8287e+06
48.002,462.96,5.8405e+06,3.8263e+06
48.159,466.36,5.8241e+06,3.8098e+06
48.345,461.45,5.807e+06,3.8052e+06
48.54,460.94,5.805e+06,3.8122e+06
48.708,463.93,5.8124e+06,3.8368e+06
48.873,462.39,5.8054e+06,3.8254e+06
49.027,459.86,5.7936e+06,3.8296e+06
49.186,461.19,5.8076e+06,3.8494e+06
49.346,460.79,5.8051e+06,3.8592e+06
49.517,457.67,5.7929e+06,3.8418e+06
49.688,458.52,5.7927e+06,3.8599e+06
49.855,461.95,5.776e+06,3.8486e+06
50.012,461.89,5.7858e+06,3.8779e+06
50.173,462.94,5.7796e+06,3.8811e+06
50.335,461.45,5.7767e+06,3.8614e+06
50.504,464.83,5.7622e+06,3.8573e+06
50.674,470.2,5.7453e+06,3.8335e+06
50.837,472.46,5.7304e+06,3.8447e+06
51.018,472.71,5.7591e+06,3.8628e+06
51.2,466.15,5.7405e+06,3.8815e+06
51.377,460.64,5.7637e+06,3.9045e+06
51.548,469.06,5.7432e+06,3.8275e+06
51.717,471.76,5.727e+06,3.8573e+06
51.883,473.41,5.7105e+06,3.8459e+06
52.04,476.2,5.6939e+06,3.8301e+06
52.2,472.64,5.6818e+06,3.8018e+06
52.361,475.66,5.6416e+06,3.7574e+06
52.563,471.26,5.5719e+06,3.604e+06
52.733,472.66,5.5468e+06,3.5433e+06
52.895,475.37,5.5472e+06,3.5459e+06
53.068,472.87,5.595e+06,3.5721e+06
53.228,472.78,5.617e+06,3.6084e+06
53.44,467.37,5.6356e+06,3.6129e+06
53.622,472.28,5.6484e+06,3.6731e+06
53.854,465.86,5.6548e+06,3.6661e+06
54.052,465.37,5.5615e+06,3.5844e+06
54.219,465.89,5.5494e+06,3.5414e+06
54.387,473.67,5.5407e+06,3.4895e+06
54.568,465.93,5.5517e+06,3.4938e+06
54.747,472.14,5.5216e+06,3.4484e+06
54.97,474.4,5.5417e+06,3.4801e+06
55.166,473.71,5.5379e+06,3.505e+06
55.339,468.27,5.5589e+06,3.5214e+06
55.5,471.95,5.5099e+06,3.4561e+06
55.676,472.06,5.5263e+06,3.4208e+06
55.854,470.74,5.5517e+06,3.4725e+06
56.052,470.31,5.5738e+06,3.4866e+06
56.225,471.51,5.5467e+06,3.4561e+06
56.392,476.82,5.5486e+06,3.4759e+06
56.556,474.43,5.5227e+06,3.4336e+06
56.728,470.68,5.5511e+06,3.4522e+06
56.913,468.67,5.5491e+06,3.4372e+06
57.098,471.01,5.5375e+06,3.4607e+06
57.285,467.83,5.5316e+06,3.452e+06
57.461,470.64,5.5245e+06,3.409e+06
57.635,474.87,5.5121e+06,3.4019e+06
57.827,472.1,5.526e+06,3.3948e+06
58.002,473.23,5.4922e+06,3.3802e+06
58.18,471.18,5.5037e+06,3.3882e+06
58.346,471.03,5.5082e+06,3.4054e+06
58.523,472.68,5.5031e+06,3.4037e+06
58.702,464.74,5.4848e+06,3.4012e+06
58.892,470.06,5.4939e+06,3.3758e+06
59.077,470.71,5.5033e+06,3.4086e+06
59.259,470.23,5.5226e+06,3.4078e+06
59.469,472.52,5.5268e+06,3.4239e+06
59.632,470.54,5.534e+06,3.4125e+06
59.811,474,5.5244e+06,3.4087e+06
59.992,471.22,5.5232e+06,3.3942e+06
60.165,472.85,5.5008e+06,3.361e+06
60.361,469.22,5.4642e+06,3.3339e+06
60.546,470.64,5.4462e+06,3.3262e+06
60.722,470.03,5.4846e+06,3.3441e+06
60.893,470.74,5.4793e+06,3.3435e+06
61.077,470.62,5.5004e+06,3.3677e+06
61.266,469.64,5.4769e+06,3.3555e+06
61.441,470.08,5.4847e+06,3.3566e+06
61.627,470.3,5.4697e+06,3.3509e+06
61.806,469.52,5.4851e+06,3.3533e+06
62.005,470.89,5.471e+06,3.3336e+06
62.179,468.72,5.4741e+06,3.3616e+06
62.373,468.16,5.488e+06,3.391e+06
62.546,470.76,5.5069e+06,3.4373e+06
62.759,468.83,5.5181e+06,3.4454e+06
62.933,467.74,5.531e+06,3.4482e+06
63.131,465.06,5.5142e+06,3.4326e+06
63.317,463.73,5.5488e+06,3.4503e+06
63.499,465.07,5.5794e+06,3.4861e+06
63.673,469.11,5.6575e+06,3.5874e+06
63.849,465.4,5.6815e+06,3.6045e+06
64.03,466.49,5.6649e+06,3.6017e+06
64.22,469.2,5.6258e+06,3.5391e+06
64.44,469.27,5.6095e+06,3.5114e+06
64.718,463.26,5.6358e+06,3.5694e+06
64.989,468.57,5.6833e+06,3.5981e+06
65.225,470.03,5.6655e+06,3.6055e+06
65.393,463.89,5.7044e+06,3.6352e+06
65.571,466.98,5.7079e+06,3.6276e+06
65.758,469.84,5.6585e+06,3.585e+06
65.955,472.28,5.6764e+06,3.5905e+06
66.124,469.43,5.7171e+06,3.6466e+06
66.291,469.84,5.7206e+06,3.6691e+06
66.485,471.15,5.762e+06,3.6957e+06
66.66,462.58,5.7476e+06,3.6896e+06
66.85,476.58,5.7865e+06,3.7399e+06
67.034,468.85,5.8285e+06,3.7513e+06
67.214,467.94,5.8777e+06,3.8051e+06
67.399,467.18,5.8674e+06,3.817e+06
67.588,466.75,5.8542e+06,3.8295e+06
67.764,463.92,5.8376e+06,3.7942e+06
67.933,468.05,5.88e+06,3.8084e+06
68.114,468.77,5.9237e+06,3.8648e+06
68.299,469.26,5.9584e+06,3.8912e+06
68.499,469.15,5.9233e+06,3.8697e+06
68.693,471.14,5.8957e+06,3.8482e+06
68.893,465.65,5.9076e+06,3.8852e+06
69.082,465.23,5.9268e+06,3.9029e+06
69.26,470.91,5.9274e+06,3.8729e+06
69.452,464.89,5.9398e+06,3.9135e+06
69.653,465.09,5.9472e+06,3.914e+06
69.867,469.93,5.9732e+06,3.8996e+06
70.062,465.5,6.0007e+06,3.9397e+06
70.227,465.13,6.0166e+06,3.9733e+06
70.392,467.43,6.0467e+06,4.0454e+06
70.57,462.83,6.0518e+06,4.0302e+06
70.752,465.08,6.0245e+06,3.9995e+06
70.917,467.26,6.0146e+06,3.969e+06
71.077,464.32,6.0033e+06,3.9724e+06
71.236,463.83,6.0168e+06,3.9784e+06
71.398,468.81,5.979e+06,3.9254e+06
71.571,463.25,5.9833e+06,3.9518e+06
71.745,468.27,5.989e+06,3.9284e+06
71.911,466.37,6.0025e+06,3.9591e+06
72.068,467.27,5.9842e+06,3.9389e+06
72.227,467.06,5.9476e+06,3.9138e+06
72.405,467.6,5.922e+06,3.8996e+06
72.581,464.22,5.9071e+06,3.8695e+06
72.753,462.72,5.7856e+06,3.7537e+06
72.92,465.34,5.5043e+06,3.4685e+06
73.083,456.99,4.9943e+06,2.608e+06
73.249,460.83,4.7285e+06,2.1956e+06
73.412,454.87,4.7674e+06,2.2304e+06
73.581,457.67,4.7661e+06,2.2255e+06
73.75,458.57,4.7727e+06,2.2338e+06
73.918,457.64,4.4832e+06,1.765e+06
74.079,458.09,3.1911e+06,2.971e+05
